id,fund_name,Performance fee?,Investment Strategy,Leverage?,Portfolio composition, Concentration,Prediction,supporting evidence,source meta data,Predicted Investment Strategy
0000051931-18-000615,American Funds Preservation Portfolio,,2,No,Investment grade securities,Diversified,"2,0.95","American Funds Preservation Portfolio

<head_breaker>

American Funds Preservation Portfolio

Investment objective The fund’s investment objective is to provide current income, consistent with preservation of capital.

Fees and expenses of the fund This table describes the fees and expenses that you may pay if you buy and hold shares of the fund. In addition to the fees and expenses described below, you may also be required to pay brokerage commissions on purchases and sales of Class F-2 or F-3 shares of the fund. You may qualify for a Class A sales charge discount if you and your family invest, or agree to invest in the future, at least $500,000 in American Funds. More information about these and other discounts is available from your financial professional, in the “Sales charge reductions and waivers” sections on page 76 of the prospectus and on page 96 of the fund’s statement of additional information, and in the sales charge waiver appendix to this prospectus.",{'source': 'NLP_app\\MutualFundSummary\\American Funds Preservation Portfolio.txt'},2.0
0000051931-18-000615,American Funds Tax-Advantaged Growth and Income Portfolio,,3,No,Sub-investment grade securities or emerging markets,Diversified,"3,0.95","American Funds Tax-Advantaged Growth and Income Portfolio <head_breaker>

American Funds Tax-Advantaged Growth and Income Portfolio

Investment objective The fund’s investment objective is to provide current income, a portion of which is exempt from regular federal income tax, while secondarily striving for long-term growth of capital.",{'source': 'NLP_app\\MutualFundSummary\\American Funds Tax-Advantaged Growth and Income Portfolio.txt'},3.0
0000051931-18-000615,American Funds Tax-Exempt Preservation Portfolio,,2,No,Investment grade securities,Diversified,"2,0.95","American Funds Tax

Exempt Preservation Portfolio

<head_breaker>

American Funds Tax

Exempt Preservation Portfolio

Investment objective The fund’s investment objective is to provide current income that is exempt from regular federal income tax, consistent with preservation of capital.",{'source': 'NLP_app\\MutualFundSummary\\American Funds Tax-Exempt Preservation Portfolio.txt'},2.0
0000051931-18-001394,American Funds Retirement Income Portfolio - Conservative,,3,No,Investment grade securities,Diversified,"3,0.95","American Funds Retirement Income Portfolio - Conservative <head_breaker>

American Funds Retirement Income Portfolio – Conservative

Investment objectives The fund strives for the accomplishment of three investment objectives: current income, long-term growth of capital and conservation of capital, with an emphasis on income and conservation of capital.",{'source': 'NLP_app\\MutualFundSummary\\American Funds Retirement Income Portfolio - Conservative.txt'},3.0
0000051931-18-001394,American Funds Retirement Income Portfolio - Enhanced,,3,No,Investment grade securities,Diversified,"3,0.9","American Funds Retirement Income Portfolio - Enhanced <head_breaker>

American Funds Retirement Income Portfolio – Enhanced

Investment objectives The fund strives for the accomplishment of three investment objectives: current income, long-term growth of capital and conservation of capital, with an emphasis on income and growth of capital.",{'source': 'NLP_app\\MutualFundSummary\\American Funds Retirement Income Portfolio - Enhanced.txt'},3.0
0000051931-18-001394,American Funds Retirement Income Portfolio - Moderate,,3,No,Investment grade securities,Diversified,"3,0.95","American Funds Retirement Income Portfolio - Moderate <head_breaker>

American Funds Retirement Income Portfolio – Moderate

Investment objectives The fund strives for the balanced accomplishment of three investment objectives: current income, long-term growth of capital and conservation of capital.",{'source': 'NLP_app\\MutualFundSummary\\American Funds Retirement Income Portfolio - Moderate.txt'},3.0
0000051931-18-001409,American Funds 2010 Target Date Retirement Fund,,3,No,Investment grade securities,Diversified,"3,0.95","American Funds 2010 Target Date Retirement Fund <head_breaker>

American Funds 2010 Target Date Retirement Fund

Investment objectives Depending on the proximity to its target date, the fund will seek to achieve the following objectives to varying degrees: growth, income and conservation of capital. The fund will increasingly emphasize income and conservation of capital by investing a greater portion of its assets in bond, equity-income and balanced funds as it passes its target date. In this way, the fund seeks to balance total return and stability over time.",{'source': 'NLP_app\\MutualFundSummary\\American Funds 2010 Target Date Retirement Fund.txt'},3.0
0000051931-18-001409,American Funds 2015 Target Date Retirement Fund,,3,No,Investment grade securities,Diversified,"3,0.95","American Funds 2015 Target Date Retirement Fund <head_breaker>

American Funds 2015 Target Date Retirement Fund

Investment objectives Depending on the proximity to its target date, the fund will seek to achieve the following objectives to varying degrees: growth, income and conservation of capital. The fund will increasingly emphasize income and conservation of capital by investing a greater portion of its assets in bond, equity-income and balanced funds as it approaches and passes its target date. In this way, the fund seeks to balance total return and stability over time.",{'source': 'NLP_app\\MutualFundSummary\\American Funds 2015 Target Date Retirement Fund.txt'},3.0
0000051931-18-001409,American Funds 2020 Target Date Retirement Fund,,3,No,Investment grade securities,Diversified,"3,0.95","American Funds 2020 Target Date Retirement Fund <head_breaker>

American Funds 2020 Target Date Retirement Fund

Investment objectives Depending on the proximity to its target date, the fund will seek to achieve the following objectives to varying degrees: growth, income and conservation of capital. The fund will increasingly emphasize income and conservation of capital by investing a greater portion of its assets in bond, equity-income and balanced funds as it approaches and passes its target date. In this way, the fund seeks to balance total return and stability over time.",{'source': 'NLP_app\\MutualFundSummary\\American Funds 2020 Target Date Retirement Fund.txt'},3.0
0000051931-18-001409,American Funds 2025 Target Date Retirement Fund,,3,No,Investment grade securities,Diversified,"3,0.95","American Funds 2025 Target Date Retirement Fund <head_breaker>

American Funds 2025 Target Date Retirement Fund

Investment objectives Depending on the proximity to its target date, the fund will seek to achieve the following objectives to varying degrees: growth, income and conservation of capital. The fund will increasingly emphasize income and conservation of capital by investing a greater portion of its assets in bond, equity-income and balanced funds as it approaches and passes its target date. In this way, the fund seeks to balance total return and stability over time.",{'source': 'NLP_app\\MutualFundSummary\\American Funds 2025 Target Date Retirement Fund.txt'},3.0
0000051931-18-001409,American Funds 2030 Target Date Retirement Fund,,3,No,Investment grade securities,Diversified,"3,0.95","American Funds 2030 Target Date Retirement Fund <head_breaker>

American Funds 2030 Target Date Retirement Fund

Investment objectives Depending on the proximity to its target date, the fund will seek to achieve the following objectives to varying degrees: growth, income and conservation of capital. The fund will increasingly emphasize income and conservation of capital by investing a greater portion of its assets in bond, equity-income and balanced funds as it approaches and passes its target date. In this way, the fund seeks to balance total return and stability over time.",{'source': 'NLP_app\\MutualFundSummary\\American Funds 2030 Target Date Retirement Fund.txt'},3.0
